류, 감귤, 조생귤, 1, 0, 200.0
채소류, 양파, 양파, 0, 0, 150.0
과채류, 딸기, 설향, 1, 0, 1150.0
채류, 시금치, 시금치, 1, 0, 290.0
채소류, 쪽파, 깐쪽파, 1, 0, 320.0
류, 감귤, 조생귤, 1, 0, 200.0
채소류, 풋고추, 청양, 1, 0, 580.0
채소류, 대파, 대파, 1, 0, 223.0
채소류, 쪽파, 깐쪽파, 1, 0, 300.0
류, 양상추, 생채, 1, 0, 135.0
, 고구마, 기타, 1, 0, 168.0
채소류, 쪽파, 깐쪽파, 1, 0, 360.0
류, 새송이, 새송이버섯, 1, 0, 230.0
류, 새송이, 새송이버섯, 1, 0, 230.0
류, 단감, 부유, 1, 0, 180.0
류, 감귤, 비가림감귤, 1, 0, 230.0
류, 감귤, 조생귤, 1, 0, 240.0
채류, 시금치, 시금치, 1, 0, 100.0
류, 배, 신고, 1, 0, 173.33333
류, 사과, 후지, 1, 0, 430.0
류, 감귤, 조생귤, 1, 0, 150.0
류, 단감, 부유, 1, 0, 133.0
과채류, 딸기, 설향, 1, 0, 1100.0
류, 감귤, 조생귤, 1, 0, 166.0
류, 체리, 체리, 1, 0, 200.0
류, 단감, 부유, 1, 0, 177.0
과채류, 방울토마토, 대추방울, 1, 0, 400.0
과채류, 딸기, 설향, 1, 0, 1200.0
류, 사과, 미얀마, 1, 0, 352.5
류, 사과, 미얀마, 1, 0, 79.5
류, 사과, 미얀마, 1, 0, 359.5
류, 사과, 미얀마, 1, 0, 150.0
류, 사과, 미얀마, 1, 0, 374.5
류, 사과, 미얀마, 1, 0, 101.0
류, 사과, 미얀마, 1, 0, 109.5
류, 사과, 미얀마, 1, 0, 129.5
류, 사과, 미얀마, 1, 0, 164.5
류, 사과, 미얀마, 1, 0, 150.0
류, 포도, 레드글로브, 1, 0, 682.9268
류, 포도, 레드글로브, 1, 0, 682.9268
류, 포도, 레드글로브, 1, 0, 682.9268
류, 포도, 레드글로브, 1, 0, 682.9268
류, 포도, 레드글로브, 1, 0, 682.9268
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 277.5
류, 새송이, 새송이버섯, 1, 0, 80.0
류, 감귤, 조생귤, 1, 0, 228.0
, 감자, 기타감자, 1, 0, 200.0
, 감자, 기타감자, 1, 0, 200.0
류, 감귤, 조생귤, 1, 0, 322.0
, 감자, 기타감자, 1, 0, 200.0
류, 감귤, 조생귤, 1, 0, 128.0
, 감자, 기타감자, 1, 0, 200.0
, 감자, 기타감자, 1, 0, 200.0
, 감자, 기타감자, 1, 0, 200.0
류, 곶감, 기타곶감, 1, 0, 1125.0
과채류, 토마토, 완숙토마토, 1, 0, 310.0
과채류, 딸기, 금실, 1, 0, 920.0
과채류, 방울토마토, 대추방울, 1, 0, 266.66666
과채류, 딸기, 기타딸기, 1, 0, 850.0
류, 포도, 샤인마스캇, 1, 0, 650.0
류, 감귤, 비가림감귤, 1, 0, 240.0
, 감자, 수미, 1, 0, 272.5
류, 감귤, 천혜향, 1, 0, 566.6667
류, 감귤, 기타감귤, 1, 0, 130.0
채류, 부추, 일반부추, 1, 0, 740.0
과채류, 딸기, 기타딸기, 1, 0, 650.0
채류, 상추, 포기찹, 1, 0, 400.0
채류, 시금치, 시금치, 1, 0, 112.5
 해조류, 기타, 기타, 1, 0, 275.0
채류, 깻잎, 깻잎, 1, 0, 350.0
과채류, 딸기, 설향, 1, 0, 600.0
류, 콜라비(순무양배추), 콜라비, 1, 0, 96.666664
작물류, 참당귀, 참당귀, 1, 0, 1200.0
류, 로메인, 로메인, 1, 0, 350.0
류, 오이, 백다다기, 1, 0, 433.33334
채소류, 풋고추, 청양, 1, 0, 840.0
과채류, 딸기, 설향, 1, 0, 1600.0
채류, 돗나물, 돗나물, 1, 0, 200.0
채류, 깻잎, 깻잎순, 1, 0, 900.0
류, 기타, 기타잡곡류, 0, 0, 240.0
채류, 달래, 달래, 1, 0, 1100.0
채소류, 풋고추, 청양, 1, 0, 630.0
과채류, 딸기, 설향, 1, 0, 1350.0
과채류, 딸기, 설향, 1, 0, 1260.0
채류, 냉이, 일반냉이, 1, 0, 375.0
채류, 시금치, 시금치, 1, 0, 290.0
, 고구마, 기타, 1, 0, 215.0
류, 오이, 백다다기, 1, 0, 444.44446
채소류, 겨자, 겨자, 1, 0, 300.0
채류, 시금치, 시금치, 1, 0, 320.0
류, 배, 신고, 1, 0, 126.666664
류, 기타, 기타잡곡류, 0, 0, 240.0
과채류, 딸기, 설향, 1, 0, 850.0
채소류, 풋고추, 청양, 1, 0, 610.0
과채류, 딸기, 설향, 1, 0, 900.0
작물류, 땅콩, 피땅콩, 1, 0, 1700.0
과채류, 딸기, 설향, 1, 0, 900.0
채류, 근대, 적근대, 1, 0, 200.0
류, 표고버섯, 표고버섯, 1, 0, 620.0
채류, 봄동배추, 봄동배추, 1, 0, 138.0
류, 파프리카, 파프리카, 1, 0, 760.0
채소류, 쪽파, 깐쪽파, 1, 0, 360.0
과채류, 딸기, 설향, 1, 0, 900.0
류, 양상추, 양상추, 0, 0, 313.33334
류, 기타, 라디초우, 1, 0, 412.5
채류, 무청, 생무청, 1, 0, 820.0
류, 표고버섯, 표고버섯, 1, 0, 650.0
과채류, 토마토, 완숙토마토, 1, 0, 250.0
류, 양상추, 양상추, 0, 0, 313.33334
류, 사과, 미시마, 1, 0, 290.0
류, 오이, 취청, 1, 0, 630.0
류, 파프리카, 파프리카, 1, 0, 1100.0
류, 파프리카, 파프리카, 1, 0, 800.0
류, 감귤, 조생귤, 1, 0, 160.0
채류, 부추, 일반부추, 1, 0, 480.0
류, 곶감, 기타곶감, 1, 0, 341.17648
과채류, 딸기, 설향, 1, 0, 1700.0
류, 양상추, 양상추, 0, 0, 313.33334
류, 표고버섯, 표고버섯, 1, 0, 620.0
과채류, 토마토, 완숙토마토, 1, 0, 160.0
류, 단감, 부유, 1, 0, 180.0
류, 파프리카, 파프리카, 1, 0, 1120.0
과채류, 토마토, 토마토, 1, 0, 800.0
류, 식용허브, 바실, 1, 0, 5000.0
과채류, 딸기, 설향, 1, 0, 1210.0
류, 감귤, 감귤, 1, 0, 226.0
과채류, 딸기, 설향, 1, 0, 1100.0
과채류, 방울토마토, 대추방울, 1, 0, 440.0
류, 기타, 라디초우, 1, 0, 175.0
류, 포도, 샤인마스캇, 1, 0, 550.0
류, 감귤, 비가림감귤, 1, 0, 300.0
류, 단감, 부유, 1, 0, 320.0
류, 감귤, 조생귤, 1, 0, 254.0
류, 파프리카, 파프리카, 1, 0, 1120.0
류, 표고버섯, 표고버섯, 1, 0, 475.0
류, 표고버섯, 표고버섯, 1, 0, 820.0
류, 단감, 부유, 1, 0, 140.0
류, 식용허브, 바실, 1, 0, 5250.0
채소류, 양파, 기타양파, 1, 0, 140.0
채류, 상추, 쫑상추, 1, 0, 125.0
, 고구마, 기타, 1, 0, 260.0
류, 표고버섯, 표고버섯, 1, 0, 860.0
채류, 상추, 청상추, 1, 0, 482.5
채류, 시금치, 시금치, 1, 0, 182.5
과채류, 딸기, 장희, 1, 0, 1120.0
류, 기타, 라디초우, 1, 0, 475.0
과채류, 딸기, 설향, 1, 0, 1600.0
류, 감귤, 조생귤, 1, 0, 310.0
채류, 시금치, 시금치, 1, 0, 280.0
류, 감귤, 조생귤, 1, 0, 140.0
류, 기타, 양채류, 1, 0, 1500.0
류, 감귤, 조생귤, 1, 0, 240.0
과채류, 토마토, 토마토, 1, 0, 280.0
과채류, 토마토, 완숙토마토, 1, 0, 352.0
과채류, 딸기, 설향, 1, 0, 1450.0
류, 기타, 라디초우, 1, 0, 75.0
, 고구마, 기타, 1, 0, 168.0
류, 포도, 샤인마스캇, 1, 0, 590.0
과채류, 딸기, 장희, 1, 0, 780.0
채류, 시금치, 시금치, 1, 0, 310.0
류, 표고버섯, 표고버섯, 1, 0, 462.5
류, 곶감, 기타곶감, 1, 0, 373.33334
채류, 봄동배추, 봄동배추, 1, 0, 180.0
채류, 깻잎, 깻잎, 1, 0, 736.6667
류, 적채, 적채, 1, 0, 124.0
과채류, 토마토, 완숙토마토, 1, 0, 260.0
과채류, 딸기, 설향, 1, 0, 780.0
채류, 깻잎, 깻잎, 1, 0, 500.0
과채류, 딸기, 금실, 1, 0, 1250.0
류, 사과, 미얀마, 1, 0, 314.66666
채류, 깻잎, 기타깻잎, 1, 0, 850.0
류, 감귤, 조생귤, 1, 0, 174.0
채소류, 쪽파, 깐쪽파, 1, 0, 430.0
, 고구마, 기타, 1, 0, 280.0
과채류, 토마토, 토마토, 1, 0, 600.0
채류, 시금치, 시금치, 1, 0, 280.0
과채류, 딸기, 설향, 1, 0, 1200.0
류, 만가닥, 만가닥, 1, 0, 533.3333
류, 표고버섯, 생표고, 1, 0, 460.0
채류, 봄동배추, 봄동배추, 1, 0, 180.0
채류, 부추, 일반부추, 1, 0, 890.0
채소류, 쪽파, 깐쪽파, 1, 0, 630.0
채소류, 쪽파, 깐쪽파, 1, 0, 300.0
류, 오이, 취청, 1, 0, 420.0
채류, 시금치, 시금치, 1, 0, 280.0
류, 오이, 취청, 1, 0, 575.0
채류, 시금치, 시금치, 1, 0, 280.0
채소류, 쪽파, 깐쪽파, 1, 0, 280.0
류, 새송이, 새송이버섯, 1, 0, 240.0
류, 오이, 취청, 1, 0, 700.0
채류, 시금치, 시금치, 1, 0, 280.0
채소류, 쪽파, 깐쪽파, 1, 0, 380.0
류, 양송이, 양송이, 1, 0, 725.0
류, 표고버섯, 표고버섯, 1, 0, 750.0
류, 표고버섯, 생표고, 1, 0, 460.0
류, 새송이, 새송이버섯, 1, 0, 240.0
채류, 부추, 일반부추, 1, 0, 420.0
류, 표고버섯, 표고버섯, 1, 0, 375.0
류, 만감, 기타만감, 1, 0, 466.66666
채류, 미나리, 미나리, 1, 0, 300.0
채류, 얼갈이배추, 얼갈이배추, 1, 0, 118.75
과채류, 딸기, 설향, 1, 0, 1400.0
과채류, 토마토, 기타토마토, 1, 0, 300.0
과채류, 딸기, 기타딸기, 1, 0, 1300.0
채류, 청경채, 청경채, 1, 0, 375.0
과채류, 토마토, 토마토, 1, 0, 180.0
채류, 미나리, 돌미나리, 1, 0, 575.0
과채류, 딸기, 설향, 1, 0, 1400.0
과채류, 수박, 수박, 1, 0, 150.0
류, 감귤, 조생귤, 1, 0, 138.0
과채류, 딸기, 설향, 1, 0, 1400.0
과채류, 딸기, 설향, 1, 0, 1400.0
류, 포도, 샤인마스캇, 1, 0, 330.0
류, 감귤, 조생귤, 1, 0, 182.0
류, 감귤, 조생귤, 1, 0, 104.0
과채류, 방울토마토, 대추방울, 1, 0, 125.0
과채류, 수박, 수박, 1, 0, 163.63637
과채류, 수박, 수박, 1, 0, 163.63637
류, 사과, 미얀마, 1, 0, 150.0
류, 사과, 미얀마, 1, 0, 150.0
채류, 달래, 달래, 1, 0, 1200.0
류, 사과, 미얀마, 1, 0, 150.0
류, 사과, 미얀마, 1, 0, 129.5
류, 사과, 미얀마, 1, 0, 180.0
류, 사과, 미얀마, 1, 0, 229.5
류, 사과, 미얀마, 1, 0, 234.5
, 감자, 수미, 1, 0, 170.0
, 고구마, 호박고구마, 1, 0, 389.5
과채류, 딸기, 설향, 1, 0, 510.0
류, 호박, 애호박, 1, 0, 278.75
류, 감귤, 조생귤, 1, 0, 228.0
류, 호박, 애호박, 1, 0, 316.25
과채류, 딸기, 설향, 1, 0, 1200.0
류, 호박, 애호박, 1, 0, 316.25
류, 감귤, 조생귤, 1, 0, 260.0
과채류, 토마토, 완숙토마토, 1, 0, 176.0
과채류, 딸기, 설향, 1, 0, 1100.0
류, 감귤, 조생귤, 1, 0, 312.0
, 고구마, 밤고구마, 1, 0, 145.0
, 감자, 수미, 1, 0, 272.5
류, 포도, 샤인마스캇, 1, 0, 500.0
류, 포도, 샤인마스캇, 1, 0, 665.0
과채류, 딸기, 설향, 1, 0, 1050.0
류, 포도, 샤인마스캇, 1, 0, 725.0
, 고구마, 밤고구마, 1, 0, 70.0
류, 만감, 한라봉, 1, 0, 383.0
류, 단감, 부유, 1, 0, 70.0
류, 사과, 후지, 1, 0, 60.0
과채류, 방울토마토, 대추방울, 1, 0, 333.33334
과채류, 딸기, 기타딸기, 1, 0, 1050.0
채류, 시금치, 시금치, 1, 0, 257.5
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 187.5
과채류, 딸기, 기타딸기, 1, 0, 800.0
채류, 시금치, 시금치, 1, 0, 333.33334
류, 가지, 가지, 1, 0, 460.0
과채류, 방울토마토, 대추방울, 1, 0, 366.66666
채류, 춘채, 춘채, 1, 0, 400.0
채소류, 대파, 대파, 1, 0, 248.0
채류, 부추, 일반부추, 1, 0, 740.0
채류, 춘채, 춘채, 1, 0, 300.0
채류, 돗나물, 돗나물, 1, 0, 200.0
채류, 달래, 달래, 1, 0, 1100.0
채류, 냉이, 일반냉이, 1, 0, 375.0
채소류, 겨자, 겨자, 1, 0, 300.0
류, 배, 신고, 1, 0, 126.666664
류, 배, 신고, 1, 0, 240.0
과채류, 토마토, 완숙토마토, 1, 0, 70.0
과채류, 방울토마토, 대추방울, 1, 0, 333.33334
류, 감귤, 조생귤, 1, 0, 320.0
과채류, 딸기, 설향, 1, 0, 1100.0
류, 감귤, 조생귤, 1, 0, 220.0
류, 당근, 당근, 1, 0, 157.5
류, 사과, 후지, 1, 0, 329.0
류, 토란, 기타토란, 1, 0, 300.0
과채류, 토마토, 완숙토마토, 1, 0, 350.0
, 고구마, 기타, 1, 0, 215.0
과채류, 딸기, 설향, 1, 0, 960.0
류, 감귤, 조생귤, 1, 0, 200.0
류, 감귤, 조생귤, 1, 0, 260.0
류, 단감, 기타단감, 1, 0, 90.0
류, 곶감, 기타곶감, 1, 0, 500.0
류, 기타, 기타잡곡류, 0, 0, 260.0
과채류, 딸기, 설향, 1, 0, 900.0
류, 만감, 기타만감, 1, 0, 770.0
류, 적채, 적채, 1, 0, 124.0
채류, 고구마순, 생고구마순, 1, 0, 540.0
과채류, 토마토, 완숙토마토, 1, 0, 240.0
류, 감귤, 조생귤, 1, 0, 300.0
류, 사과, 미얀마, 1, 0, 260.0
채류, 시금치, 시금치, 1, 0, 275.0
류, 감귤, 조생귤, 1, 0, 224.0
류, 식용허브, 바실, 1, 0, 5190.0
과채류, 딸기, 설향, 1, 0, 1150.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 62.5
채류, 시금치, 시금치, 1, 0, 130.0
채소류, 꽈리고추, 꽈리고추, 1, 0, 650.0
류, 포도, 샤인마스캇, 1, 0, 760.0
류, 기타, 라디초우, 1, 0, 387.5
류, 식용허브, 바실, 1, 0, 5150.0
류, 포도, 샤인마스캇, 1, 0, 575.0
류, 배, 신고, 1, 0, 146.66667
채류, 시금치, 시금치, 1, 0, 120.0
류, 오이, 취청, 1, 0, 525.0
류, 식용허브, 바실, 1, 0, 5330.0
류, 포도, 샤인마스캇, 1, 0, 852.5
과채류, 딸기, 설향, 1, 0, 1300.0
류, 표고버섯, 표고버섯, 1, 0, 970.0
류, 감귤, 기타감귤, 1, 0, 160.0
채류, 깻잎, 깻잎, 1, 0, 483.33334
채류, 부추, 일반부추, 1, 0, 540.0
류, 연근, 연근, 0, 0, 200.0
류, 표고버섯, 표고버섯, 1, 0, 440.0
류, 포도, 샤인마스캇, 1, 0, 650.0
채류, 시금치, 시금치, 1, 0, 270.0
류, 기타, 라디초우, 1, 0, 400.0
류, 사과, 후지, 1, 0, 155.0
류, 호두, 기타호두, 1, 0, 302.5
류, 감귤, 조생귤, 1, 0, 210.0
채류, 시금치, 시금치, 1, 0, 360.0
류, 만가닥, 만가닥, 1, 0, 766.6667
류, 기타, 라디초우, 1, 0, 337.5
채류, 얼갈이배추, 얼갈이배추, 1, 0, 140.0
류, 우엉, 우엉채, 0, 0, 200.0
류, 표고버섯, 표고버섯, 1, 0, 420.0
류, 체리, 체리, 0, 0, 960.0
채류, 상추, 적상추, 1, 0, 540.0
류, 식용허브, 바실, 1, 0, 4400.0
채류, 깻잎, 기타깻잎, 1, 0, 850.0
과채류, 수박, 수박, 1, 0, 163.63637
채류, 깻잎, 깻잎, 1, 0, 1180.0
, 고구마, 기타, 1, 0, 255.0
채소류, 대파, 대파, 1, 0, 280.0
채류, 부추, 일반부추, 1, 0, 440.0
채류, 상추, 적상추, 1, 0, 187.5
채류, 시금치, 시금치, 1, 0, 340.0
류, 표고버섯, 표고버섯, 1, 0, 480.0
류, 사과, 미얀마, 1, 0, 200.0
류, 식용허브, 바실, 1, 0, 3570.0
류, 대추, 기타대추, 1, 0, 400.0
과채류, 수박, 수박, 1, 0, 163.63637
, 고구마, 붉은고구마, 1, 0, 164.0
채류, 시금치, 시금치, 1, 0, 280.0
류, 표고버섯, 표고버섯, 1, 0, 550.0
과채류, 딸기, 설향, 1, 0, 1400.0
채류, 부추, 일반부추, 1, 0, 660.0
류, 포도, 샤인마스캇, 1, 0, 400.0
과채류, 딸기, 죽향, 1, 0, 2650.0
과채류, 딸기, 설향, 1, 0, 800.0
채류, 시금치, 시금치, 1, 0, 200.0
채소류, 쪽파, 깐쪽파, 1, 0, 550.0
류, 사과, 미얀마, 1, 0, 269.5
류, 기타, 라디초우, 1, 0, 250.0
류, 감귤, 조생귤, 1, 0, 320.0
류, 오이, 백다다기, 1, 0, 333.33334
채류, 깻잎, 깻잎, 1, 0, 500.0
과채류, 수박, 수박, 1, 0, 163.63637
과채류, 방울토마토, 대추방울, 1, 0, 233.33333
과채류, 딸기, 기타딸기, 1, 0, 1800.0
류, 은행, 은행, 1, 0, 250.0
류, 오이, 취청, 1, 0, 625.0
류, 사과, 미얀마, 1, 0, 325.0
류, 표고버섯, 생표고, 1, 0, 580.0
류, 식용허브, 바실, 1, 0, 3690.0
채류, 시금치, 시금치, 1, 0, 340.0
류, 사과, 미시마, 1, 0, 320.0
류, 표고버섯, 표고버섯, 1, 0, 462.5
채류, 양배추, 양배추, 1, 0, 70.0
류, 새송이, 새송이버섯, 1, 0, 235.0
류, 표고버섯, 표고버섯, 1, 0, 750.0
류, 사과, 미얀마, 1, 0, 349.5
과채류, 딸기, 설향, 1, 0, 1300.0
채류, 시금치, 시금치, 1, 0, 340.0
과채류, 딸기, 설향, 1, 0, 1000.0
류, 오이, 백다다기, 1, 0, 361.1111
채류, 시금치, 시금치, 1, 0, 280.0
과채류, 딸기, 장희, 1, 0, 1000.0
채류, 깻잎, 기타깻잎, 1, 0, 825.0
류, 배, 신고, 1, 0, 206.66667
류, 사과, 미얀마, 1, 0, 374.5
류, 표고버섯, 표고버섯, 1, 0, 590.0
채소류, 쪽파, 깐쪽파, 1, 0, 350.0
과채류, 딸기, 설향, 1, 0, 1450.0
채류, 미나리, 돌미나리, 1, 0, 575.0
과채류, 방울토마토, 대추방울, 1, 0, 150.0
채류, 시금치, 시금치, 1, 0, 300.0
류, 표고버섯, 표고버섯, 1, 0, 375.0
류, 새송이, 새송이버섯, 1, 0, 235.0
채류, 시금치, 시금치, 1, 0, 220.0
류, 사과, 미얀마, 1, 0, 399.5
류, 포도, 샤인마스캇, 1, 0, 415.0
류, 단감, 부유, 1, 0, 90.0
류, 감귤, 조생귤, 1, 0, 78.0
채류, 시금치, 시금치, 1, 0, 330.0
채류, 시금치, 시금치, 1, 0, 400.0
채소류, 쪽파, 깐쪽파, 1, 0, 320.0
류, 오이, 취청, 1, 0, 565.0
과채류, 토마토, 기타토마토, 1, 0, 250.0
채류, 시금치, 시금치, 1, 0, 340.0
류, 사과, 미얀마, 1, 0, 245.0
과채류, 딸기, 설향, 1, 0, 600.0
류, 오이, 취청, 1, 0, 690.0
과채류, 토마토, 토마토, 1, 0, 280.0
류, 표고버섯, 생표고, 1, 0, 560.0
과채류, 딸기, 설향, 1, 0, 1250.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 275.0
채류, 시금치, 시금치, 1, 0, 340.0
과채류, 토마토, 토마토, 1, 0, 180.0
류, 표고버섯, 생표고, 1, 0, 560.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 287.5
채소류, 쪽파, 깐쪽파, 1, 0, 160.0
채류, 시금치, 시금치, 1, 0, 320.0
채류, 열무, 열무, 1, 0, 235.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 287.5
채류, 시금치, 시금치, 1, 0, 320.0
채소류, 풋고추, 청양, 1, 0, 870.0
류, 표고버섯, 생표고, 1, 0, 600.0
채소류, 풋고추, 청양, 1, 0, 610.0
류, 새송이, 새송이버섯, 1, 0, 300.0
과채류, 딸기, 설향, 1, 0, 720.0
채류, 상추, 기타상추, 1, 0, 140.0
과채류, 딸기, 설향, 1, 0, 850.0
류, 새송이, 새송이버섯, 1, 0, 150.0
과채류, 토마토, 토마토, 1, 0, 300.0
류, 만감, 기타만감, 1, 0, 394.44446
류, 호박, 애호박, 1, 0, 332.5
과채류, 딸기, 설향, 1, 0, 1250.0
류, 포도, 샤인마스캇, 1, 0, 600.0
과채류, 딸기, 금실, 1, 0, 920.0
류, 단감, 차랑, 1, 0, 110.0
류, 감귤, 조생귤, 1, 0, 222.0
류, 사과, 후지, 1, 0, 70.0
류, 감귤, 조생귤, 1, 0, 312.0
류, 포도, 샤인마스캇, 1, 0, 510.0
과채류, 딸기, 설향, 1, 0, 1050.0
류, 포도, 샤인마스캇, 1, 0, 875.0
류, 사과, 후지, 1, 0, 70.0
류, 단감, 부유, 1, 0, 130.0
류, 포도, 샤인마스캇, 1, 0, 912.5
채소류, 양파, 양파, 0, 0, 106.666664
채소류, 양파, 양파, 0, 0, 106.666664
채소류, 양파, 양파, 0, 0, 106.666664
채소류, 양파, 양파, 0, 0, 106.666664
채소류, 양파, 양파, 0, 0, 106.666664
채소류, 양파, 양파, 0, 0, 106.666664
채소류, 양파, 양파, 0, 0, 111.333336
채소류, 양파, 양파, 0, 0, 111.333336
류, 배, 신고, 1, 0, 206.66667
류, 배, 신고, 1, 0, 106.666664
채소류, 대파, 대파, 1, 0, 248.0
채류, 부추, 일반부추, 1, 0, 740.0
과채류, 딸기, 설향, 1, 0, 600.0
채류, 청경채, 청경채, 1, 0, 190.0
류, 곶감, 기타곶감, 1, 0, 555.55554
과채류, 딸기, 설향, 1, 0, 800.0
과채류, 딸기, 기타딸기, 1, 0, 1000.0
채소류, 쪽파, 깐쪽파, 1, 0, 310.0
류, 감귤, 천혜향, 1, 0, 300.0
류, 연근, 연근, 1, 0, 146.6
류, 감귤, 감귤, 1, 0, 210.0
과채류, 토마토, 완숙토마토, 1, 0, 296.0
류, 곶감, 기타곶감, 1, 0, 333.33334
과채류, 딸기, 설향, 1, 0, 920.0
류, 감귤, 조생귤, 1, 0, 180.0
, 고구마, 기타, 1, 0, 71.0
채류, 시금치, 시금치, 1, 0, 287.5
채류, 시금치, 시금치, 1, 0, 287.5
류, 감귤, 비가림감귤, 1, 0, 360.0
, 고구마, 기타, 1, 0, 140.0
과채류, 딸기, 설향, 1, 0, 1500.0
과채류, 딸기, 설향, 1, 0, 1150.0
과채류, 딸기, 설향, 1, 0, 1200.0
과채류, 딸기, 설향, 1, 0, 1120.0
류, 감귤, 기타감귤, 1, 0, 240.0
작물류, 땅콩, 피땅콩, 1, 0, 1700.0
채류, 양배추, 양배추, 1, 0, 45.0
류, 토란, 기타토란, 1, 0, 360.0
채류, 상추, 적상추, 1, 0, 187.5
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 287.5
류, 감귤, 조생귤, 1, 0, 200.0
과채류, 방울토마토, 대추방울, 1, 0, 233.33333
류, 당근, 당근, 1, 0, 203.0
류, 파프리카, 빨강파프리카, 1, 0, 805.0
류, 단감, 기타단감, 1, 0, 158.0
류, 포도, 샤인마스캇, 1, 0, 850.0
류, 사과, 미얀마, 1, 0, 597.5
류, 사과, 기타사과, 1, 0, 110.0
류, 적채, 적채, 1, 0, 120.0
과채류, 딸기, 설향, 1, 0, 1200.0
류, 감귤, 조생귤, 1, 0, 310.0
류, 사과, 기타사과, 1, 0, 162.0
과채류, 딸기, 설향, 1, 0, 1500.0
류, 사과, 기타사과, 1, 0, 171.0
과채류, 딸기, 설향, 1, 0, 500.0
채류, 부추, 일반부추, 1, 0, 500.0
류, 양상추, 샤니레타스, 1, 0, 430.0
류, 사과, 미얀마, 1, 0, 188.0
류, 사과, 기타사과, 1, 0, 166.5
과채류, 딸기, 설향, 1, 0, 1450.0
과채류, 딸기, 설향, 1, 0, 1450.0
류, 기타, 라디초우, 1, 0, 227.3
과채류, 딸기, 설향, 1, 0, 600.0
류, 감귤, 조생귤, 1, 0, 240.0
채소류, 꽈리고추, 꽈리고추, 1, 0, 800.0
류, 바나나, 바나나, 0, 0, 176.92308
채류, 부추, 일반부추, 1, 0, 500.0
과채류, 방울토마토, 대추방울, 1, 0, 225.0
채류, 부추, 일반부추, 1, 0, 500.0
류, 호두, 기타호두, 1, 0, 302.0
과채류, 딸기, 설향, 1, 0, 1250.0
채류, 부추, 일반부추, 1, 0, 500.0
과채류, 토마토, 토마토, 1, 0, 280.0
과채류, 딸기, 설향, 1, 0, 980.0
류, 감귤, 조생귤, 1, 0, 170.0
류, 바나나, 바나나, 0, 0, 184.61539
과채류, 딸기, 설향, 1, 0, 800.0
류, 포도, 샤인마스캇, 1, 0, 400.0
과채류, 딸기, 설향, 1, 0, 1400.0
채류, 부추, 일반부추, 1, 0, 500.0
류, 느타리버섯, 기타느타리버섯, 1, 0, 300.0
채류, 깻잎, 깻잎, 1, 0, 500.0
류, 배, 신고, 1, 0, 213.33333
채소류, 쪽파, 깐쪽파, 1, 0, 440.0
채류, 시금치, 시금치, 1, 0, 330.0
류, 감귤, 조생귤, 1, 0, 140.0
채류, 깻잎, 깻잎, 1, 0, 675.0
류, 기타, 라디초우, 1, 0, 337.5
류, 바나나, 바나나, 0, 0, 223.07692
채류, 시금치, 시금치, 1, 0, 220.0
류, 감귤, 조생귤, 1, 0, 130.0
류, 기타, 양채류, 1, 0, 2880.0
류, 기타, 양채류, 1, 0, 2720.0
채류, 시금치, 시금치, 1, 0, 320.0
류, 단감, 부유, 1, 0, 130.0
채류, 배추, 쌈배추, 1, 0, 230.0
과채류, 딸기, 설향, 1, 0, 850.0
채류, 깻잎, 기타깻잎, 1, 0, 925.0
과채류, 딸기, 설향, 1, 0, 950.0
류, 케일, 쌈케일, 1, 0, 175.0
채류, 깻잎, 깻잎, 1, 0, 783.3333
류, 케일, 쌈케일, 1, 0, 175.0
채류, 시금치, 시금치, 1, 0, 310.0
과채류, 토마토, 토마토, 1, 0, 720.0
류, 케일, 쌈케일, 1, 0, 175.0
채류, 시금치, 시금치, 1, 0, 220.0
